"word","mean","ipa","exampleSentence","translatedSentence","type"
"friend","〈C〉友人,友だち  / 〈C〉味方,支持者  / 〈C〉役に立つもりの  / 〈C〉《F-》フレンド派(Society of Friends)の人,クエーカー教徒(Quaker)  / 《丁重な呼びかけ》友よ","/frɛnd/","My best friend is always there for me.","親友はいつも私のそばにいてくれる。","NGSL"
"frighten","(突然)…‘を'ひどく驚かせる,おびえさせる  / ひどく怖がる,おびえる","/faɪtən/","The loud noise frightened me.","大きな音が私をびっくりさせました。","NGSL"
"genuine","本物の / 真性の / 誠実な","/dʒɛnjuːɪn/","She has a genuine smile that lights up the room.","彼女は部屋を明るくする本物の笑顔を持っています。","NGSL"
"gaze","〈自〉《...を》じっと見つめる,凝視する《at,into,on ...》","/ɡeɪz/","She gazed out the window, lost in thought.","彼女は窓の外を見つめ、考えにふけっていた。","NGSL"
"guilty","罪を犯した  / 有罪の宣告を受けた  / やましい,身に覚えのある","/ˈɡɪlti/","He was found guilty of the crime.","彼はその犯罪で有罪とされた。","NGSL"
"knee","ひざ,ひざがしら  / (洋服の)ひざの部分 / ひざのように曲がった物","/niː/","I twisted my knee while I was playing soccer.","サッカーをしているときに膝をひねってしまった。","NGSL"
"ideal","理想的な,申し分のない / (実在ではなく)観念的な,頭の中だけの","/aɪˈdiːl/","This is an ideal job for me.","これは私にとって理想の仕事です。","NGSL"
"illustration","〈C〉(説明などのための)例,実例(example)  / 〈U〉(実例・図版・表などによる)(…の)説明,例証《+of+名》  / 〈C〉挿絵,説明図,図版,イラスト","/ˌɪləˈstreɪʃən/","This book contains beautiful illustrations.","この本には美しいイラストが含まれています。","NGSL"
"index","(本・雑誌などの)索引;図書目録  / 指し示すもの,印  / (計器などの)指針  / 指数・虜  / 《the I-》(カトック教会の)禁所目録  / 〈本など〉‘に'索引をつける  / 〈語など〉‘を'索引に載せる","/ˈɪn.dɛks/","I couldn't find the information I needed, so I checked the index of the book.","必要な情報が見つからなかったので、本の索引を調べました。","NGSL"
"industry","〈U〉(一般に)産業  / 〈C〉(特定分野の)事業,実業,生事業  / 〈U〉勤勉","/ˈɪndəstri/","The automotive industry is a major contributor to the economy.","自動車産業は経済に大きく貢献しています。","NGSL"
"install","〈装置など〉を取り付ける, を設備する / 〈人〉を就任させる, ...の就任式を行う  / ...を席につかせる","/ɪnˈstɔːl/","I need to install a new software on my computer.","私はコンピュータに新しいソフトウェアをインストールする必要があります。","NGSL"
"institution","〈U〉設立 / 慣例, 慣習 / 公共機関 / 施設","/ˌɪnstɪˈtuːʃən/","The institution was established in 1990.","その機関は1990年に設立されました。","NGSL"
"intelligence","知能, 知性, 情報部,謀報機関","/ɪnˈtɛl.ə.dʒəns/","He works in the intelligence department.","彼は情報部で働いています。","NGSL"
"intellectual","知的な / 理性的な","/ˌɪntəˈlɛktʃuəl/","She is known for her intellectual prowess.","彼女は知的な才能で知られています。","NGSL"
"invent","…‘を'発明する,考え出す  / …‘を'でっち上げる","/ɪnˈvɛnt/","He was able to invent a new device.","彼は新しい装置を発明することができました。","NGSL"
"investment","〈U〉〈C〉(…を…へ)投資すること,出資《+of+名+in+名》  / 〈C〉(…への)投下資本,投資金《+in+名》  / 〈C〉投資の対象","/ɪnˈvɛstmənt/","He made a wise investment in the stock market.","彼は株式市場で賢明な投資をした。","NGSL"
"invitation","〈U〉〈C〉招待,案内  / 〈C〉(…への)招待状《+to+名》  / 〈C〉(…を)勧誘(誘惑)するもの《+to+名》","/ˌɪn.vɪˈteɪ.ʃən/","I received an invitation to the party.","私はパーティーの招待状を受け取りました。","NGSL"
"jury","〈C〉陪審,陪審員団 / （コンテストなどの）審査員","/'dʒʊəri/","The jury reached a unanimous decision.","陪審団は満場一致の決定を下した。","NGSL"
"justice","〈U〉正義,正しさ;公平,公正 / 〈U〉正当性,妥当性 / 〈U〉司法,裁判 / 〈C〉裁判官([[judge]]),判事,《英》最高法院の判事,《米》最高裁判所判事","/dʒʌstɪs/","Justice prevailed in the courtroom.","法廷で正義が勝利した。","NGSL"
"kill","〈人・動物〉‘を'殺す,死亡させる  / 〈植物〉‘を'枯らす  / …‘を'だめにする,失わせる  / 《話》…‘を'ひどく痛ませる(疲れさせる,不快にさせる)  / 〈時間〉‘を'つぶす  / 〈記事など〉‘を'没にする,握りつぶす  / 人殺しをする","/kɪl/","The hunter killed the deer.","猟師は鹿を殺した。","NGSL"
"latter","(ある期間のうち)後半の,後のほうの","/'lætər/","I prefer the latter half of the year.","私は年の後半を好みます。","NGSL"
"law","〈U〉《the ~》《集合的に》(法律・法規を総称して)法  / 〈U〉〈C〉(個々の)法律,法規  / 〈U〉法の[統制]力  / 〈U〉法律学  / 〈U〉弁護士[業]  / 〈U〉《the law》警察[力],警官(police)  / 〈U〉法の適用(発動);訴訟(legal action)  / 〈C〉(科学・芸術などでの)法則,きまり  / 〈C〉〈U〉(一般に従うべき)おきて,ならわし,規則","/lɔː/","He studied law at Harvard University.","彼はハーバード大学で法学を勉強しました。","NGSL"
"layer","《複合語を作って》(物を)積む人(物),置く人(物)  / 卵を産む鶏・層;(ペンキなどの)一塗り;一皮  / (園芸で)取り木","/ˈleɪər/","The outermost layer of the cake is decorated with frosting.","ケーキの最も外側の層はフロスティングで飾られています。","NGSL"
"leader","指導者,先導者,主将  / 《英》(またleading article)(新聞などの)社説,論説)editorial)  / 《米》(釣り針を釣り糸に連結する)はりす  / 《米》合唱団の指揮者;《英》(オーケストラの)首席第1バイオリン奏者","/ˈliː.dər/","The leader of the team was very inspiring.","チームのリーダーは非常に刺激的でした。","NGSL"
"legislation","〈U〉法律 / 法律制定","/lɛʤɪsˈleɪʃən/","The government is working on new legislation to protect the environment.","政府は環境を保護するための新しい法律を作成しています。","NGSL"
"library","図書館,図書室  / (個人の)書斎,読書室  / 蔵書  / 双書","/'laɪˌbrɛri/","I went to the library to borrow some books.","私は本を借りるために図書館に行った。","NGSL"
"letter","手紙 / 文字","/ˈlɛtər/","I received a letter from her yesterday.","昨日彼女からの手紙を受け取った。","NGSL"
"license","〈他〉〈法機関が〉…に許可を与える","/'laɪsəns/","I need to renew my driver's license.","私は運転免許証を更新する必要があります。","NGSL"
"likely","《補語にのみ用いて》…しそうな,らしい  / 《名詞の前にのみ用いて》ほんとうらしい,ありそうな  / 適切な,あつらえ向きの  / たぶん,おそらく(probably)","/ˈlaɪkli/","She is likely to win the competition.","彼女は競技に勝つ可能性が高いです。","NGSL"
"limit","〈C〉限界；境界；許容量,制限","/ˈlɪmɪt/","There is a limit to how much you can eat.","食べられる量には限りがある。","NGSL"
"logic","論理学  / 論理,論法  / 《話》いやおうを言わせぬ力,必然性  / 《話》もっともな考え","/'lɑdʒɪk/","Logic is the study of reasoning and argumentation.","論理学は推論と論証の研究です。","NGSL"
"literary","文学の / 文学に通じた / 文語の, 書き言葉の","/ˈlɪtəˌrɛri/","She has a deep appreciation for literary works.","彼女は文学作品に対して深い感謝の気持ちを持っています。","NGSL"
"maintenance","〈U〉《...の》維持, 保守管理《of ...》 / 《...の》維持された状態《of ...》 / 維持費,生活費","/meɪntənəns/","Regular maintenance is essential to keep your car running smoothly.","定期的なメンテナンスは、車をスムーズに走らせるために必要です。","NGSL"
"management","〈U〉《…の》管理,運営《of ...》  / 〈U〉《人の》上手な取り扱い,操縦術《of ...》  / 〈U〉〈C〉《the~》《集合的に》経営者側","/mænɪdʒmənt/","Effective management is crucial for the success of any organization.","効果的な管理は、どんな組織の成功にも重要です。","NGSL"
"manager","(商迭・会社・興行などの)支配人,経営者(団体・チームなどの)監督,部長  / 《形容詞を伴って》(仕事・家事を)やりくりする人,切り回す人","/ˈmænɪdʒər/","The manager of the company is responsible for overseeing the operations and making important decisions.","会社の支配人は、業務の監督や重要な決定を行う責任があります。","NGSL"
"million","100万  / (貨幣単位の)100万  / 《復数形で》(…の)多数,たくさん《+of+名》  / 100万の  / 多数の","/mɪˈljən/","He earned a million dollars last year.","彼は去年100万ドルを稼いだ。","NGSL"
"establish","を設立する / を安定させる / を制定する / を確立する / を証明する","/ɪˈstæblɪʃ/","They establish a new company.","彼らは新しい会社を設立する。","NGSL"
"credit","〈U〉信用  / 〈U〉信望,名声  / 〈U〉(…に対する)賞賛,名誉《+for+名》  / 〈C〉《通例a~》(…にとって)名誉となるもの(人)《+to+名》  / 〈U〉信用貸し,掛け売り,信用取引,クレジット  / 〈U〉支払い猶予期間  / 〈U〉(人の経済的)信用度  / 〈U〉〈C〉(銀行の)預金[額];債権  / 〈C〉貸し方  / 〈C〉《米》(科目の)単位  /","/'kɹɛdɪt/","She has good credit and is able to get a loan easily.","彼女は信用があり、簡単にローンを借りることができます。","NGSL"
"curious","好奇心の強い,物を知りたがる  / 奇妙な,不思議な;珍しい","/kjʊəriəs/","She is always curious about new things.","彼女は常に新しいことに好奇心を持っています。","NGSL"
"originally","もともと, 元来は / 独創的に,斬新に","/əˈrɪdʒənəli/","She originally wanted to be a doctor, but she changed her mind and became a teacher.","彼女は元々医者になりたかったが、考えを変えて教師になった。","NGSL"
